cell_type,marker
Treg,ICOS
Treg,TIGIT
Treg,TNFRSF4
Treg,PDCD1
Treg,CTLA4
Treg,CD8A
Treg,CD8B
Treg,FOXP3
Treg,IL2RA
Treg,CD4
Treg,CD3E
Treg,CTLA4
Treg,TGFB3
Treg,CD27
Treg,TGFB1
Treg,FOXP3
Treg,FOXP3
Treg,CD3
Treg,CD25
Treg,CD4
Treg,FOXP3
Treg,IL2RA
Treg,FOXP3
Treg,IL2RA
Treg,CD4
Treg,FoxP3
Treg,FOXP3
Treg,CCR6
Treg,FOXP3
Treg,Helios
Treg,MIR155HG
Treg,PTGIR
Treg,CTLA4
Treg,GNG8
Treg,PRDM1
Treg,FOXP3
Treg,PLN
Treg,IKZF4
Treg,CD4
Treg,FoxP3
Treg,CD25
Treg,FOXP3
Treg,CD25
Treg,FOXP3
Treg,CD4
Treg,FOXP3
Treg,CD25
Treg,CD4
Treg,CD3
Treg,CD25
Treg,CTLA-4
Treg,NRP1
Treg,CD39
Treg,Helios
Treg,GITR
Treg,Foxp3
Treg,CD103
Treg,OX40
Treg,CTLA-4
Treg,CD49d
Treg,CD127
Treg,FoxP3
Treg,CD25
Treg,FOXP3
Treg,FOXP3
Treg,ICOS
Treg,CTLA-4
Treg,CD25
Treg,LAYN
Treg,CTLA4
Treg,REL
Treg,IL2RA
Treg,FOXP3
Treg,FOXP3
Treg,CD4
Treg,FOXP3
Treg,CD4
Treg,FOXP3
Treg,CD4
Treg,CD25
Treg,FOXP3
Treg,CTLA4
Treg,FOXP3
Treg,CD127
Treg,CTLA-4
Treg,Foxp3
Treg,IL2R
Treg,FOXP31
Treg,CD127
Treg,CXCR6
Treg,CD25
Treg,ICOS
Treg,TNFSRF4
Treg,TNFSRF9
Treg,TNFSRF18
Treg,FoxP3
Treg,Foxp3
Treg,CD3
Tfh,PD-1
Tfh,CXCR5
Tfh,ICOS
Tfh,CXCR3
Tfh,CCR6
Tfh,CXCR5
Tfh,CD4
Tfh,CXCR5
Tfh,PD1
Tfh,CXCR5
Tfh,CD4
Tfh,CXCR5
Tfh,CD3
Tfh,CXCL13
Tfh,PD1
Tfh,BCL6
Tfh,ICOS
Tfh,CD10
Tfh,CXCR5
Tfh,PD-1
Tfh,Tfh17
Tfh,CXCR3
Tfh,Tfh2
Tfh,TIGIT
Tfh,Tfh1
Tfh,CCR6
Tfh,CXCL13
Tfh,CXCR5
Tfh,BCL6
Tfh,ICOS
Tfh,PDCD1
Tfh,CD4
Tfh,CD3
Tfh,CXCR5
Tfh,PD1
Tfh,CXCR5
Tfh,IL21
Tfh,BCL6
Tfh,CXCL13
Tfh,CD200
Tfh,BCL6
Tfh,IL21
Tfh,IL21
Tfh,PDCD1
Tfh,ICA1
Tfh,TOX2
Tfh,CXCR5
Tfh,IL21
Tfh,BCL6
Tfh,CXCR5
Tfh,CXCR5
Tfh,CD40LG
Tfh,GPR183
Tfh,MALAT1
Tfh,LTB
Tfh,CXCR5
Tfh,TNFRSF4
Tfh,ICOS
Tfh,TIGIT
Tfh,MAF
Tfh,CXCL13
Tfh,PDCD1
Tfh,CXCR5
Tfh,ICOS
Tfh,PD-1
Tfh,OX40
Tfh,PD-1
Tfh,ICOS
Tfh,CCR5
Tfh,CD10
Tfh,CXCL13
Tfh,BCL6
Tfh,PD1
Tfh,SAP
Tfh,CD4
Tfh,CD3
Tfh,CXCR5
Tfh,ICOS
Tfh,CXCR5
Tfh,BCL6
Tfh,CXCL13
Tfh,CXCR5
Tfh,PD1
Tfh,CD4
Tfh,CD3
Tfh,ICOS
Tfh,CCR6
Tfh,CXCR3
Tfh,ICOS
Tfh,CXCR5
Tfh,PDCD1
Tfh,BCL6
Tfh,ICOS
Tfh,CD4
Tfh,CXCR5
Tfh,PD-1
Tfh,Bcl6
Tfh,CXCL13
Tfh,CXCL13
Tfh,PD1
Tfh,CXCR5
Tfh,ICOS
Tfh,PDCD1
Tfh,CXCR5
Tfh,LTB
Tfh,CD40LG
Tfh,GPR183
Tfh,MALAT1
Tfh,CXCR5
Tfh,MYO7A
Tfh,SLC7A10
Tfh,ZNF764
Tfh,PDCD1
Tfh,THADA
Tfh,ICA1
Tfh,SH3TC1
Tfh,PTPN13
Tfh,MAF
Tfh,TOX
Tfh,POMT1
Tfh,KIAA1324
Tfh,CXCL13
Tfh,SIRPG
Tfh,MKL2
Tfh,STK39
Tfh,CHGB
Tfh,C18orf1
Tfh,HIST1H4K
Tfh,PASK
Tfh,CHI3L2
Tfh,B3GAT1
Tfh,TSHR
Tfh,PVALB
Tfh,BLR1
Tfh,MAGEH1
Tfh,SMAD1
Tfh,CDK5R1
Tfh,HEY1
Tfh,ST8SIA1
Tfh,MYO6
Tfh,KCNK5
Tfh,CXCR6
Tfh,Bcl6
Tfh,Interleukin 21
Tfh,ICOS
Tfh,PD1
T_helper_cells,hCD4
T_helper_cells,CXCR3
T_helper_cells,CD4
T_helper_cells,CXCR3
T_helper_cells,IFN-y
T_helper_cells,CD4
T_helper_cells,CXCR3
T_helper_cells,CD3
T_helper_cells,CXCR5
T_helper_cells,CCR5
T_helper_cells,CXCR3
T_helper_cells,CD161
T_helper_cells,CCR6
T_helper_cells,CCR4
T_helper_cells,CD4
T_helper_cells,IFNG
T_helper_cells,CCL4
T_helper_cells,TBX21
T_helper_cells,TNF
T_helper_cells,STAT1
T_helper_cells,STAT4
T_helper_cells,ZEB2
T_helper_cells,ATOH7
T_helper_cells,CXCR3
T_helper_cells,Tbx21
T_helper_cells,CCR6
T_helper_cells,STAT4
T_helper_cells,IFNG
T_helper_cells,TBX21
T_helper_cells,IFNg
T_helper_cells,TBX21
T_helper_cells,IFNG
T_helper_cells,TBX21
T_helper_cells,CD45
T_helper_cells,CD3
T_helper_cells,Tbet
T_helper_cells,CD4
T_helper_cells,IFNG
T_helper_cells,TBX-21
T_helper_cells,LRP8
T_helper_cells,DPP4
T_helper_cells,SGCB
T_helper_cells,HBEGF
T_helper_cells,LTA
T_helper_cells,IL12RB2
T_helper_cells,CCL4
T_helper_cells,CTLA4
T_helper_cells,BST2
T_helper_cells,IFNG
T_helper_cells,CD38
T_helper_cells,CD70
T_helper_cells,APOD
T_helper_cells,CSF2
T_helper_cells,DUSP5
T_helper_cells,APBB2
T_helper_cells,SYNGR3
T_helper_cells,BTG3
T_helper_cells,DOK5
T_helper_cells,LRRN3
T_helper_cells,DGKI
T_helper_cells,ATP9A
T_helper_cells,ZBTB32
T_helper_cells,IL22
T_helper_cells,CMAH
T_helper_cells,EGFL6
T_helper_cells,CCR6
T_helper_cells,CD161
T_helper_cells,CCR6
T_helper_cells,CCR4
T_helper_cells,CCR6
T_helper_cells,CD4
T_helper_cells,CCR6
T_helper_cells,CD4
T_helper_cells,IL-6
T_helper_cells,IL-17
T_helper_cells,CD3
T_helper_cells,CD4
T_helper_cells,CCR6
T_helper_cells,CD161
T_helper_cells,CCR6
T_helper_cells,IL17
T_helper_cells,CD4
T_helper_cells,CXCR3
T_helper_cells,CD4
T_helper_cells,CCR6
T_helper_cells,IL17
T_helper_cells,CD4
T_helper_cells,CD3
T_helper_cells,IL22
T_helper_cells,IL17A
T_helper_cells,RORC
T_helper_cells,CCR6
T_helper_cells,CD4
T_helper_cells,CXCR5
T_helper_cells,STAT3
T_helper_cells,IL17A
T_helper_cells,IL7A
T_helper_cells,ANKRD28
T_helper_cells,KLRB1
T_helper_cells,CCR6
T_helper_cells,CD45
T_helper_cells,IL-17A-GFP
T_helper_cells,TCR?
T_helper_cells,CXCR6
T_helper_cells,SLAMF6
T_helper_cells,CD4
T_helper_cells,RORA
T_helper_cells,RORC
T_helper_cells,KLRB1
T_helper_cells,CXCR6
T_helper_cells,IL17
T_helper_cells,FOXP3
T_helper_cells,CCR6
T_helper_cells,RORC
T_helper_cells,RORA
T_helper_cells,CCR6
T_helper_cells,IL23R
T_helper_cells,GPR65
T_helper_cells,CCR6
T_helper_cells,CCR4
T_helper_cells,CD161
T_helper_cells,CD161
T_helper_cells,IL17RA
T_helper_cells,RORC
T_helper_cells,IL17A
T_helper_cells,IL17A
T_helper_cells,RORC
Th2_cells,pGR
Th2_cells,HLA-B2705
Th2_cells,pLMP2
Th2_cells,pVIPR
Th2_cells,CCR4
Th2_cells,CD4
Th2_cells,CD3
Th2_cells,CCR6
Th2_cells,GATA3
Th2_cells,CCR3
Th2_cells,CCR4
Th2_cells,CD4
Th2_cells,CCR6
Th2_cells,CXCR3
Th2_cells,eEF2
Th2_cells,TAF1B
Th2_cells,eIF6
Th2_cells,eIF5A
Th2_cells,eIF4G
Th2_cells,eIF2
Th2_cells,eEF1¦Á1
Th2_cells,IFIT3
Th2_cells,IFIT2
Th2_cells,STAT6
Th2_cells,IL13
Th2_cells,STAT5A
Th2_cells,GATA3
Th2_cells,HPGDS
Th2_cells,PTGDR2
Th2_cells,IL1RL1
Th2_cells,IL-17RB
Th2_cells,CRTH2
Th2_cells,CCR4
Th2_cells,EGFR-TKI
Th2_cells,IL-10
Th2_cells,CCL-2
Th2_cells,ppCT16-25
Th2_cells,PD-1
Th2_cells,MHC-I/¦Â2
Th2_cells,GATA3
Th2_cells,CCR4
Th2_cells,IL13
Th2_cells,CRTH2
Th2_cells,GATA-3
Th2_cells,IL4
Th2_cells,CRTH2
Th2_cells,CD200R
Th2_cells,TCN1
Th2_cells,HPGDS
Th2_cells,CD4
Th2_cells,CD3
Th2_cells,CD45
Th2_cells,Gata3
Th2_cells,AADACL2
Th2_cells,KIAA0319
Th2_cells,FLG
Th2_cells,NCAPG
Th2_cells,ABO
Th2_cells,LMAN1
Th2_cells,RELN
Th2_cells,COL5A1
Th2_cells,MAF
Th2_cells,GZMA
Th2_cells,LIMA1
Th2_cells,NEIL3
Th2_cells,CXCR6
Th2_cells,SLC39A14
Th2_cells,WDHD1
Th2_cells,ADCY1
Th2_cells,BIRC5
Th2_cells,PMCH
Th2_cells,PHEX
Th2_cells,CDC7
Th2_cells,EVI5
Th2_cells,ANK1
Th2_cells,SNRPD1
Th2_cells,AHI1
Th2_cells,IL26
Th2_cells,PTGIS
Th2_cells,HELLS
Th2_cells,DHFR
Th2_cells,LAIR2
Th2_cells,GSTA4
Th2_cells,CENPF
Th2_cells,SMAD2
Th2_cells,GATA3
Th2_cells,MB
Th2_cells,MICAL2
Th2_cells,CDC25C
Th2_cells,IL-17RB
Th2_cells,TIGIT
Th2_cells,IL-2RA
Th2_cells,GEM
Th2_cells,TNFRSF4
Th2_cells,PD-L1
Th2_cells,CXCL12
Th2_cells,CD31
Th2_cells,AKT
Th2_cells,ERK
Th2_cells,CXCR4
T_helper_cells,CD4
T_helper_cells,CD3
T_helper_cells,CD4
T_helper_cells,Leu8
T_helper_cells,CD4
T_helper_cells,CD62L
T_helper_cells,Leu-3a
T_helper_cells,CD4
T_helper_cells,CD3
T_helper_cells,CD42b
T_helper_cells,CCR6
T_helper_cells,CCR4
T_helper_cells,CD4
T_helper_cells,CD52
T_helper_cells,TRAC
T_helper_cells,TRBC2
T_helper_cells,CD3D
T_helper_cells,TRAC
T_helper_cells,CD40LG
T_helper_cells,CCR7
T_helper_cells,IL32
T_helper_cells,CD40LG
T_helper_cells,CD3E
T_helper_cells,IL7R
T_helper_cells,IL7R
T_helper_cells,CD3D
T_helper_cells,CCR6
T_helper_cells,CAPG
T_helper_cells,PVRIG
T_helper_cells,PARP8
T_helper_cells,SLC4A10
T_helper_cells,ABCB1
T_helper_cells,DUSP1
T_helper_cells,CD69
T_helper_cells,DPP4
T_helper_cells,IFNGR1
T_helper_cells,GZMK
T_helper_cells,CD3
T_helper_cells,CD4
T_helper_cells,CD42b
T_helper_cells,CCR6
T_helper_cells,CD3
T_helper_cells,CD4
T_helper_cells,CD45RO
T_helper_cells,CXCR3
T_helper_cells,CD4
T_helper_cells,Cxcr5
T_helper_cells,Cd4
T_helper_cells,CXCR5
T_helper_cells,PD-1
T_helper_cells,BTLA
T_helper_cells,CD57
T_helper_cells,ICOS
T_helper_cells,CD4
T_helper_cells,CD5
T_helper_cells,CD7
T_helper_cells,CD34
T_helper_cells,CD38
T_helper_cells,CCR10
T_helper_cells,CD200
T_helper_cells,CD178
T_helper_cells,CD185
T_helper_cells,CD39
T_helper_cells,CD193
T_helper_cells,CD194
T_helper_cells,CD195
T_helper_cells,CD196
T_helper_cells,CD183
T_helper_cells,CD25
T_helper_cells,CD126
T_helper_cells,CD127
T_helper_cells,IL-9
T_helper_cells,CD212
T_helper_cells,CD103
T_helper_cells,CD161
T_helper_cells,CD10
T_helper_cells,CD73
T_helper_cells,CD279
T_helper_cells,CD62L
T_helper_cells,CD62
T_helper_cells,CD218a
T_helper_cells,CD294
T_helper_cells,CD140a
T_helper_cells,CD140b
T_helper_cells,CD165
T_helper_cells,CD198
T_helper_cells,CD1a
T_helper_cells,CD3
T_helper_cells,CD45RA
T_helper_cells,CD45RO
T_helper_cells,Flt3
T_helper_cells,IL-13alpha1
T_helper_cells,IL-21R
T_helper_cells,TCR alpha/beta
Th1_cells,IFN-gamma
Th1_cells,CXCR3
Th1_cells,CD3
Th1_cells,IFN-gamma
Th1_cells,CD4
Th1_cells,CCR6
Th1_cells,CXCR3
Th1_cells,CD4
Th1_cells,CCR1
Th1_cells,CCR5
Th1_cells,CXCR3
Th1_cells,STAT1
Th1_cells,STAT4
Th1_cells,TNF
Th1_cells,CD191
Th1_cells,CD195
Th1_cells,CD26
Th1_cells,CD183
Th1_cells,CD119
Th1_cells,IL-2
Th1_cells,CD212
Th1_cells,IL-18
Th1_cells,CD94
Th1_cells,TNF-alpha
Th1_cells,CD254
Th1_cells,CD218a
Th1_cells,CD186
Th1_cells,T-bet
Th1_cells,CD366
Th1_cells,IL-27
Th1_cells,IFN-gamma
Th1_cells,IL-18R
Th1_cells,LT-betaR
Th1_cells,Tbet
Th1_cells,TIM-3
Th1_cells,TNF-beta
Th1_cells,IL-12
Th1_cells,LT-alpha
Th1_cells,Stat1
Th1_cells,Stat6
Th1_cells,GM-CSF
Th2_cells,IL-4
Th2_cells,CCR4
Th2_cells,CD4
Th2_cells,CD3
Th2_cells,IL-4
Th2_cells,CD30
Th2_cells,CCR6
Th2_cells,CXCR3
Th2_cells,CD4
Th2_cells,CCR4
Th2_cells,CCR8
Th2_cells,GATA3
Th2_cells,IRF4
Th2_cells,STAT6
Th2_cells,BATF
Th2_cells,CD193
Th2_cells,CD194
Th2_cells,CD197
Th2_cells,IL-2
Th2_cells,IL-4
Th2_cells,IL-5
Th2_cells,IL-6
Th2_cells,IL-9
Th2_cells,IL-10
Th2_cells,IL-13
Th2_cells,STAT5
Th2_cells,CD184
Th2_cells,CD294
Th2_cells,CD365
Th2_cells,CD278
Th2_cells,TNF-RI
Th2_cells,IL-1R
Th2_cells,Crth2
Th2_cells,IL-33
Th2_cells,c-Maf
Th2_cells,GM-CSF
Th2_cells,CD198
Th2_cells,IL-25R
Th2_cells,IL-33R
TIL,CD8
TIL,CD3
TIL,CD4
TIL,FOXP3
